 74000.0,-0.000098, 831.000
 74002.0,-0.000132, 421.000
 74004.0,-0.000159, 412.000
 74006.0,-0.000035, 424.000
 74008.0,-0.000099, 397.000
 74010.0, 0.000004, 434.000
 74012.0,-0.000040, 412.000
 74014.0,-0.000012, 419.000
 74016.0,-0.000053, 418.000
 74018.0, 0.000006, 407.000
 74020.0,-0.000050, 425.000
 74022.0,-0.000083, 411.000
 74024.0,-0.000034, 423.000
 74026.0,-0.000171, 408.000
 74028.0,-0.000028, 416.000
 74030.0,-0.000087, 411.000
 74032.0, 0.000019, 426.000
 74034.0,-0.000049, 411.000
 74036.0,-0.000107, 423.000
 74038.0,-0.000085, 409.000
 74040.0,-0.000095, 430.000
 74042.0,-0.000112, 414.000
 74044.0,-0.000031, 417.000
 74046.0,-0.000115, 421.000
 74048.0,-0.000072, 407.000
 74050.0,-0.000013, 428.000
 74052.0,-0.000040, 410.000
 74054.0, 0.000038, 427.000
 74056.0,-0.000043, 405.000
 74058.0, 0.000004, 420.000
 74060.0, 0.000018, 412.000
 74062.0,-0.000030, 427.000
 74064.0,-0.000095, 409.000
 74066.0,-0.000020, 429.000
 74068.0,-0.000090, 415.000
 74070.0,-0.000075, 426.000
 74072.0,-0.000033, 413.000
 74074.0,-0.000075, 420.000
 74076.0,-0.000081, 426.000
 74078.0,-0.000047, 405.000
 74080.0,-0.000111, 427.000
 74082.0,-0.000025, 412.000
 74084.0,-0.000041, 427.000
 74086.0, 0.000005, 407.000
 74088.0, 0.000002, 422.000
 74090.0,-0.000050, 415.000
 74092.0,-0.000094, 428.000
 74094.0,-0.000011, 416.000
 74096.0,-0.000094, 424.000
 74098.0,-0.000015, 418.000
 74100.0,-0.000098, 424.000
 74102.0,-0.000135, 420.000
 74104.0,-0.000096, 410.000
 74106.0,-0.000117, 433.000
 74108.0,-0.000076, 411.000
 74110.0,-0.000025, 429.000
 74112.0,-0.000004, 407.000
 74114.0, 0.000030, 429.000
 74116.0,-0.000006, 410.000
 74118.0,-0.000107, 423.000
 74120.0, 0.000016, 415.000
 74122.0,-0.000080, 434.000
 74124.0,-0.000020, 418.000
 74126.0,-0.000001, 423.000
 74128.0,-0.000112, 419.000
 74130.0,-0.000012, 424.000
 74132.0,-0.000016, 423.000
 74134.0, 0.000015, 407.000
 74136.0,-0.000011, 438.000
 74138.0, 0.000017, 411.000
 74140.0,-0.000093, 428.000
 74142.0,-0.000025, 409.000
 74144.0,-0.000014, 432.000
 74146.0,-0.000070, 410.000
 74148.0,-0.000015, 427.000
 74150.0, 0.000058, 421.000
 74152.0,-0.000040, 430.000
 74154.0,-0.000033, 417.000
 74156.0,-0.000029, 425.000
 74158.0,-0.000103, 421.000
 74160.0,-0.000120, 423.000
 74162.0,-0.000088, 427.000
 74164.0,-0.000046, 409.000
 74166.0,-0.000070, 436.000
 74168.0, 0.000060, 411.000
 74170.0, 0.000037, 433.000
 74172.0,-0.000027, 409.000
 74174.0,-0.000059, 430.000
 74176.0,-0.000039, 411.000
 74178.0,-0.000039, 434.000
 74180.0, 0.000043, 422.000
 74182.0, 0.000040, 428.000
 74184.0, 0.000085, 421.000
 74186.0,-0.000024, 424.000
 74188.0,-0.000061, 425.000
 74190.0,-0.000007, 424.000
 74192.0,-0.000009, 426.000
 74194.0, 0.000001, 413.000
 74196.0,-0.000035, 432.000
 74198.0,-0.000051, 417.000
 74200.0,-0.000064, 432.000
 74202.0, 0.000038, 410.000
 74204.0,-0.000026, 434.000
 74206.0, 0.000065, 418.000
 74208.0,-0.000038, 428.000
 74210.0, 0.000034, 427.000
 74212.0, 0.000001, 425.000
 74214.0, 0.000014, 427.000
 74216.0, 0.000042, 421.000
 74218.0, 0.000016, 429.000
 74220.0, 0.000025, 420.000
 74222.0,-0.000050, 429.000
 74224.0,-0.000040, 412.000
 74226.0,-0.000069, 436.000
 74228.0,-0.000024, 417.000
 74230.0,-0.000009, 434.000
 74232.0, 0.000000, 414.000
 74234.0,-0.000097, 432.000
 74236.0,-0.000025, 424.000
 74238.0,-0.000032, 426.000
 74240.0,-0.000047, 428.000
 74242.0,-0.000004, 426.000
 74244.0, 0.000044, 429.000
 74246.0, 0.000017, 423.000
 74248.0,-0.000002, 430.000
 74250.0, 0.000001, 418.000
 74252.0,-0.000023, 433.000
 74254.0, 0.000010, 414.000
 74256.0,-0.000024, 435.000
 74258.0,-0.000016, 416.000
 74260.0, 0.000040, 437.000
 74262.0,-0.000020, 421.000
 74264.0,-0.000022, 431.000
 74266.0,-0.000007, 425.000
 74268.0,-0.000005, 426.000
 74270.0,-0.000037, 430.000
 74272.0, 0.000006, 426.000
 74274.0,-0.000089, 433.000
 74276.0, 0.000004, 421.000
 74278.0,-0.000051, 433.000
 74280.0,-0.000082, 412.000
 74282.0,-0.000050, 441.000
 74284.0,-0.000028, 414.000
 74286.0, 0.000036, 437.000
 74288.0, 0.000012, 421.000
 74290.0, 0.000086, 436.000
 74292.0, 0.000038, 422.000
 74294.0,-0.000014, 432.000
 74296.0,-0.000058, 426.000
 74298.0, 0.000026, 428.000
 74300.0,-0.000017, 430.000
 74302.0, 0.000077, 429.000
